board_id, chip_id, channel_id, detector_id, plane_type, strip_id, polarity
       0,       0,        117,           1,          0,       80, -1
       0,       0,        118,           1,          0,       48, -1
       0,       0,        119,           1,          0,       16, -1
       0,       0,        120,           1,          0,      104, -1
       0,       0,        121,           1,          0,       72, -1
       0,       0,        122,           1,          0,       40, -1
       0,       0,        123,           1,          0,        8, -1
       0,       0,        124,           1,          0,       96, -1
       0,       0,        125,           1,          0,       64, -1
       0,       0,        126,           1,          0,       32, -1
       0,       0,        127,           1,          0,        0, -1
       0,       1,          0,           1,          0,      255, -1
       0,       1,          1,           1,          0,      223, -1
       0,       1,          2,           1,          0,      191, -1
       0,       1,          3,           1,          0,      159, -1
       0,       1,          4,           1,          0,      247, -1
       0,       1,          5,           1,          0,      215, -1
       0,       1,          6,           1,          0,      183, -1
       0,       1,          7,           1,          0,      151, -1
       0,       1,          8,           1,          0,      239, -1
       0,       1,          9,           1,          0,      207, -1
       0,       1,         10,           1,          0,      175, -1
       0,       1,         11,           1,          0,      143, -1
       0,       1,         12,           1,          0,      231, -1
       0,       1,         13,           1,          0,      199, -1
       0,       1,         14,           1,          0,      167, -1
       0,       1,         15,           1,          0,      135, -1
       0,       1,         16,           1,          0,      254, -1
       0,       1,         17,           1,          0,      222, -1
       0,       1,         18,           1,          0,      190, -1
       0,       1,         19,           1,          0,      158, -1
       0,       1,         20,           1,          0,      246, -1
       0,       1,         21,           1,          0,      214, -1
       0,       1,         22,           1,          0,      182, -1
       0,       1,         23,           1,          0,      150, -1
       0,       1,         24,           1,          0,      238, -1
       0,       1,         25,           1,          0,      206, -1
       0,       1,         26,           1,          0,      174, -1
       0,       1,         27,           1,          0,      142, -1
       0,       1,         28,           1,          0,      230, -1
       0,       1,         29,           1,          0,      198, -1
       0,       1,         30,           1,          0,      166, -1
       0,       1,         31,           1,          0,      134, -1
       0,       1,         32,           1,          0,      253, -1
       0,       1,         33,           1,          0,      221, -1
       0,       1,         34,           1,          0,      189, -1
       0,       1,         35,           1,          0,      157, -1
       0,       1,         36,           1,          0,      245, -1
       0,       1,         37,           1,          0,      213, -1
       0,       1,         38,           1,          0,      181, -1
       0,       1,         39,           1,          0,      149, -1
       0,       1,         40,           1,          0,      237, -1
       0,       1,         41,           1,          0,      205, -1
       0,       1,         42,           1,          0,      173, -1
       0,       1,         43,           1,          0,      141, -1
       0,       1,         44,           1,          0,      229, -1
       0,       1,         45,           1,          0,      197, -1
       0,       1,         46,           1,          0,      165, -1
       0,       1,         47,           1,          0,      133, -1
       0,       1,         48,           1,          0,      252, -1
       0,       1,         49,           1,          0,      220, -1
       0,       1,         50,           1,          0,      188, -1
       0,       1,         51,           1,          0,      156, -1
       0,       1,         52,           1,          0,      244, -1
       0,       1,         53,           1,          0,      212, -1
       0,       1,         54,           1,          0,      180, -1
       0,       1,         55,           1,          0,      148, -1
       0,       1,         56,           1,          0,      236, -1
       0,       1,         57,           1,          0,      204, -1
       0,       1,         58,           1,          0,      172, -1
       0,       1,         59,           1,          0,      140, -1
       0,       1,         60,           1,          0,      228, -1
       0,       1,         61,           1,          0,      196, -1
       0,       1,         62,           1,          0,      164, -1
       0,       1,         63,           1,          0,      132, -1
       0,       1,         64,           1,          0,      251, -1
       0,       1,         65,           1,          0,      219, -1
       0,       1,         66,           1,          0,      187, -1
       0,       1,         67,           1,          0,      155, -1
       0,       1,         68,           1,          0,      243, -1
       0,       1,         69,           1,          0,      211, -1
       0,       1,         70,           1,          0,      179, -1
       0,       1,         71,           1,          0,      147, -1
       0,       1,         72,           1,          0,      235, -1
       0,       1,         73,           1,          0,      203, -1
       0,       1,         74,           1,          0,      171, -1
       0,       1,         75,           1,          0,      139, -1
       0,       1,         76,           1,          0,      227, -1
       0,       1,         77,           1,          0,      195, -1
       0,       1,         78,           1,          0,      163, -1
       0,       1,         79,           1,          0,      131, -1
       0,       1,         80,           1,          0,      250, -1
       0,       1,         81,           1,          0,      218, -1
       0,       1,         82,           1,          0,      186, -1
       0,       1,         83,           1,          0,      154, -1
       0,       1,         84,           1,          0,      242, -1
       0,       1,         85,           1,          0,      210, -1
       0,       1,         86,           1,          0,      178, -1
       0,       1,         87,           1,          0,      146, -1
       0,       1,         88,           1,          0,      234, -1
       0,       1,         89,           1,          0,      202, -1
       0,       1,         90,           1,          0,      170, -1
       0,       1,         91,           1,          0,      138, -1
       0,       1,         92,           1,          0,      226, -1
       0,       1,         93,           1,          0,      194, -1
       0,       1,         94,           1,          0,      162, -1
       0,       1,         95,           1,          0,      130, -1
       0,       1,         96,           1,          0,      249, -1
       0,       1,         97,           1,          0,      217, -1
       0,       1,         98,           1,          0,      185, -1
       0,       1,         99,           1,          0,      153, -1
       0,       1,        100,           1,          0,      241, -1
       0,       1,        101,           1,          0,      209, -1
       0,       1,        102,           1,          0,      177, -1
       0,       1,        103,           1,          0,      145, -1
       0,       1,        104,           1,          0,      233, -1
       0,       1,        105,           1,          0,      201, -1
       0,       1,        106,           1,          0,      169, -1
       0,       1,        107,           1,          0,      137, -1
       0,       1,        108,           1,          0,      225, -1
       0,       1,        109,           1,          0,      193, -1
       0,       1,        110,           1,          0,      161, -1
       0,       1,        111,           1,          0,      129, -1
       0,       1,        112,           1,          0,      248, -1
       0,       1,        113,           1,          0,      216, -1
       0,       1,        114,           1,          0,      184, -1
       0,       1,        115,           1,          0,      152, -1
       0,       1,        116,           1,          0,      240, -1
       0,       1,        117,           1,          0,      208, -1
       0,       1,        118,           1,          0,      176, -1
       0,       1,        119,           1,          0,      144, -1
       0,       1,        120,           1,          0,      232, -1
       0,       1,        121,           1,          0,      200, -1
       0,       1,        122,           1,          0,      168, -1
       0,       1,        123,           1,          0,      136, -1
       0,       1,        124,           1,          0,      224, -1
       0,       1,        125,           1,          0,      192, -1
       0,       1,        126,           1,          0,      160, -1
       0,       1,        127,           1,          0,      128, -1
       0,       2,          0,           1,          1,      127, -1
       0,       2,          1,           1,          1,       95, -1
       0,       2,          2,           1,          1,       63, -1
       0,       2,          3,           1,          1,       31, -1
       0,       2,          4,           1,          1,      119, -1
       0,       2,          5,           1,          1,       87, -1
       0,       2,          6,           1,          1,       55, -1
       0,       2,          7,           1,          1,       23, -1
       0,       2,          8,           1,          1,      111, -1
       0,       2,          9,           1,          1,       79, -1
       0,       2,         10,           1,          1,       47, -1
       0,       2,         11,           1,          1,       15, -1
       0,       2,         12,           1,          1,      103, -1
       0,       2,         13,           1,          1,       71, -1
       0,       2,         14,           1,          1,       39, -1
       0,       2,         15,           1,          1,        7, -1
       0,       2,         16,           1,          1,      126, -1
       0,       2,         17,           1,          1,       94, -1
       0,       2,         18,           1,          1,       62, -1
       0,       2,         19,           1,          1,       30, -1
       0,       2,         20,           1,          1,      118, -1
       0,       2,         21,           1,          1,       86, -1
       0,       2,         22,           1,          1,       54, -1
       0,       2,         23,           1,          1,       22, -1
       0,       2,         24,           1,          1,      110, -1
       0,       2,         25,           1,          1,       78, -1
       0,       2,         26,           1,          1,       46, -1
       0,       2,         27,           1,          1,       14, -1
       0,       2,         28,           1,          1,      102, -1
       0,       2,         29,           1,          1,       70, -1
       0,       2,         30,           1,          1,       38, -1
       0,       2,         31,           1,          1,        6, -1
       0,       2,         32,           1,          1,      125, -1
       0,       2,         33,           1,          1,       93, -1
       0,       2,         34,           1,          1,       61, -1
       0,       2,         35,           1,          1,       29, -1
       0,       2,         36,           1,          1,      117, -1
       0,       2,         37,           1,          1,       85, -1
       0,       2,         38,           1,          1,       53, -1
       0,       2,         39,           1,          1,       21, -1
       0,       2,         40,           1,          1,      109, -1
       0,       2,         41,           1,          1,       77, -1
       0,       2,         42,           1,          1,       45, -1
       0,       2,         43,           1,          1,       13, -1
       0,       2,         44,           1,          1,      101, -1
       0,       2,         45,           1,          1,       69, -1
       0,       2,         46,           1,          1,       37, -1
       0,       2,         47,           1,          1,        5, -1
       0,       2,         48,           1,          1,      124, -1
       0,       2,         49,           1,          1,       92, -1
       0,       2,         50,           1,          1,       60, -1
       0,       2,         51,           1,          1,       28, -1
       0,       2,         52,           1,          1,      116, -1
       0,       2,         53,           1,          1,       84, -1
       0,       2,         54,           1,          1,       52, -1
       0,       2,         55,           1,          1,       20, -1
       0,       2,         56,           1,          1,      108, -1
       0,       2,         57,           1,          1,       76, -1
       0,       2,         58,           1,          1,       44, -1
       0,       2,         59,           1,          1,       12, -1
       0,       2,         60,           1,          1,      100, -1
       0,       2,         61,           1,          1,       68, -1
       0,       2,         62,           1,          1,       36, -1
       0,       2,         63,           1,          1,        4, -1
       0,       2,         64,           1,          1,      123, -1
       0,       2,         65,           1,          1,       91, -1
       0,       2,         66,           1,          1,       59, -1
       0,       2,         67,           1,          1,       27, -1
       0,       2,         68,           1,          1,      115, -1
       0,       2,         69,           1,          1,       83, -1
       0,       2,         70,           1,          1,       51, -1
       0,       2,         71,           1,          1,       19, -1
       0,       2,         72,           1,          1,      107, -1
       0,       2,         73,           1,          1,       75, -1
       0,       2,         74,           1,          1,       43, -1
       0,       2,         75,           1,          1,       11, -1
       0,       2,         76,           1,          1,       99, -1
       0,       2,         77,           1,          1,       67, -1
       0,       2,         78,           1,          1,       35, -1
       0,       2,         79,           1,          1,        3, -1
       0,       2,         80,           1,          1,      122, -1
       0,       2,         81,           1,          1,       90, -1
       0,       2,         82,           1,          1,       58, -1
       0,       2,         83,           1,          1,       26, -1
       0,       2,         84,           1,          1,      114, -1
       0,       2,         85,           1,          1,       82, -1
       0,       2,         86,           1,          1,       50, -1
       0,       2,         87,           1,          1,       18, -1
       0,       2,         88,           1,          1,      106, -1
       0,       2,         89,           1,          1,       74, -1
       0,       2,         90,           1,          1,       42, -1
       0,       2,         91,           1,          1,       10, -1
       0,       2,         92,           1,          1,       98, -1
       0,       2,         93,           1,          1,       66, -1
       0,       2,         94,           1,          1,       34, -1
       0,       2,         95,           1,          1,        2, -1
       0,       2,         96,           1,          1,      121, -1
       0,       2,         97,           1,          1,       89, -1
       0,       2,         98,           1,          1,       57, -1
       0,       2,         99,           1,          1,       25, -1
       0,       2,        100,           1,          1,      113, -1
       0,       2,        101,           1,          1,       81, -1
       0,       2,        102,           1,          1,       49, -1
       0,       2,        103,           1,          1,       17, -1
       0,       2,        104,           1,          1,      105, -1
       0,       2,        105,           1,          1,       73, -1
       0,       2,        106,           1,          1,       41, -1
       0,       2,        107,           1,          1,        9, -1
       0,       2,        108,           1,          1,       97, -1
       0,       2,        109,           1,          1,       65, -1
       0,       2,        110,           1,          1,       33, -1
       0,       2,        111,           1,          1,        1, -1
       0,       2,        112,           1,          1,      120, -1
       0,       2,        113,           1,          1,       88, -1
       0,       2,        114,           1,          1,       56, -1
       0,       2,        115,           1,          1,       24, -1
       0,       2,        116,           1,          1,      112, -1
       0,       2,        117,           1,          1,       80, -1
       0,       2,        118,           1,          1,       48, -1
       0,       2,        119,           1,          1,       16, -1
       0,       2,        120,           1,          1,      104, -1
       0,       2,        121,           1,          1,       72, -1
       0,       2,        122,           1,          1,       40, -1
       0,       2,        123,           1,          1,        8, -1
       0,       2,        124,           1,          1,       96, -1
       0,       2,        125,           1,          1,       64, -1
       0,       2,        126,           1,          1,       32, -1
       0,       2,        127,           1,          1,        0, -1
       0,       3,          0,           1,          1,      255, -1
       0,       3,          1,           1,          1,      223, -1
       0,       3,          2,           1,          1,      191, -1
       0,       3,          3,           1,          1,      159, -1
       0,       3,          4,           1,          1,      247, -1
       0,       3,          5,           1,          1,      215, -1
       0,       3,          6,           1,          1,      183, -1
       0,       3,          7,           1,          1,      151, -1
       0,       3,          8,           1,          1,      239, -1
       0,       3,          9,           1,          1,      207, -1
       0,       3,         10,           1,          1,      175, -1
       0,       3,         11,           1,          1,      143, -1
       0,       3,         12,           1,          1,      231, -1
       0,       3,         13,           1,          1,      199, -1
       0,       3,         14,           1,          1,      167, -1
       0,       3,         15,           1,          1,      135, -1
       0,       3,         16,           1,          1,      254, -1
       0,       3,         17,           1,          1,      222, -1
       0,       3,         18,           1,          1,      190, -1
       0,       3,         19,           1,          1,      158, -1
       0,       3,         20,           1,          1,      246, -1
       0,       3,         21,           1,          1,      214, -1
       0,       3,         22,           1,          1,      182, -1
       0,       3,         23,           1,          1,      150, -1
       0,       3,         24,           1,          1,      238, -1
       0,       3,         25,           1,          1,      206, -1
       0,       3,         26,           1,          1,      174, -1
       0,       3,         27,           1,          1,      142, -1
       0,       3,         28,           1,          1,      230, -1
       0,       3,         29,           1,          1,      198, -1
       0,       3,         30,           1,          1,      166, -1
       0,       3,         31,           1,          1,      134, -1
       0,       3,         32,           1,          1,      253, -1
       0,       3,         33,           1,          1,      221, -1
       0,       3,         34,           1,          1,      189, -1
       0,       3,         35,           1,          1,      157, -1
       0,       3,         36,           1,          1,      245, -1
       0,       3,         37,           1,          1,      213, -1
       0,       3,         38,           1,          1,      181, -1
       0,       3,         39,           1,          1,      149, -1
       0,       3,         40,           1,          1,      237, -1
       0,       3,         41,           1,          1,      205, -1
       0,       3,         42,           1,          1,      173, -1
       0,       3,         43,           1,          1,      141, -1
       0,       3,         44,           1,          1,      229, -1
       0,       3,         45,           1,          1,      197, -1
       0,       3,         46,           1,          1,      165, -1
       0,       3,         47,           1,          1,      133, -1
       0,       3,         48,           1,          1,      252, -1
       0,       3,         49,           1,          1,      220, -1
       0,       3,         50,           1,          1,      188, -1
       0,       3,         51,           1,          1,      156, -1
       0,       3,         52,           1,          1,      244, -1
       0,       3,         53,           1,          1,      212, -1
       0,       3,         54,           1,          1,      180, -1
       0,       3,         55,           1,          1,      148, -1
       0,       3,         56,           1,          1,      236, -1
       0,       3,         57,           1,          1,      204, -1
       0,       3,         58,           1,          1,      172, -1
       0,       3,         59,           1,          1,      140, -1
       0,       3,         60,           1,          1,      228, -1
       0,       3,         61,           1,          1,      196, -1
       0,       3,         62,           1,          1,      164, -1
       0,       3,         63,           1,          1,      132, -1
       0,       3,         64,           1,          1,      251, -1
       0,       3,         65,           1,          1,      219, -1
       0,       3,         66,           1,          1,      187, -1
       0,       3,         67,           1,          1,      155, -1
       0,       3,         68,           1,          1,      243, -1
       0,       3,         69,           1,          1,      211, -1
       0,       3,         70,           1,          1,      179, -1
       0,       3,         71,           1,          1,      147, -1
       0,       3,         72,           1,          1,      235, -1
       0,       3,         73,           1,          1,      203, -1
       0,       3,         74,           1,          1,      171, -1
       0,       3,         75,           1,          1,      139, -1
       0,       3,         76,           1,          1,      227, -1
       0,       3,         77,           1,          1,      195, -1
       0,       3,         78,           1,          1,      163, -1
       0,       3,         79,           1,          1,      131, -1
       0,       3,         80,           1,          1,      250, -1
       0,       3,         81,           1,          1,      218, -1
       0,       3,         82,           1,          1,      186, -1
       0,       3,         83,           1,          1,      154, -1
       0,       3,         84,           1,          1,      242, -1
       0,       3,         85,           1,          1,      210, -1
       0,       3,         86,           1,          1,      178, -1
       0,       3,         87,           1,          1,      146, -1
       0,       3,         88,           1,          1,      234, -1
       0,       3,         89,           1,          1,      202, -1
       0,       3,         90,           1,          1,      170, -1
       0,       3,         91,           1,          1,      138, -1
       0,       3,         92,           1,          1,      226, -1
       0,       3,         93,           1,          1,      194, -1
       0,       3,         94,           1,          1,      162, -1
       0,       3,         95,           1,          1,      130, -1
       0,       3,         96,           1,          1,      249, -1
       0,       3,         97,           1,          1,      217, -1
       0,       3,         98,           1,          1,      185, -1
       0,       3,         99,           1,          1,      153, -1
       0,       3,        100,           1,          1,      241, -1
       0,       3,        101,           1,          1,      209, -1
       0,       3,        102,           1,          1,      177, -1
       0,       3,        103,           1,          1,      145, -1
       0,       3,        104,           1,          1,      233, -1
       0,       3,        105,           1,          1,      201, -1
       0,       3,        106,           1,          1,      169, -1
       0,       3,        107,           1,          1,      137, -1
       0,       3,        108,           1,          1,      225, -1
       0,       3,        109,           1,          1,      193, -1
       0,       3,        110,           1,          1,      161, -1
       0,       3,        111,           1,          1,      129, -1
       0,       3,        112,           1,          1,      248, -1
       0,       3,        113,           1,          1,      216, -1
       0,       3,        114,           1,          1,      184, -1
       0,       3,        115,           1,          1,      152, -1
       0,       3,        116,           1,          1,      240, -1
       0,       3,        117,           1,          1,      208, -1
       0,       3,        118,           1,          1,      176, -1
       0,       3,        119,           1,          1,      144, -1
       0,       3,        120,           1,          1,      232, -1
       0,       3,        121,           1,          1,      200, -1
       0,       3,        122,           1,          1,      168, -1
       0,       3,        123,           1,          1,      136, -1
       0,       3,        124,           1,          1,      224, -1
       0,       3,        125,           1,          1,      192, -1
       0,       3,        126,           1,          1,      160, -1
       0,       3,        127,           1,          1,      128, -1
       2,       0,          0,           2,          0,      127, -1
       2,       0,          1,           2,          0,       95, -1
       2,       0,          2,           2,          0,       63, -1
       2,       0,          3,           2,          0,       31, -1
       2,       0,          4,           2,          0,      119, -1
       2,       0,          5,           2,          0,       87, -1
       2,       0,          6,           2,          0,       55, -1
       2,       0,          7,           2,          0,       23, -1
       2,       0,          8,           2,          0,      111, -1
       2,       0,          9,           2,          0,       79, -1
       2,       0,         10,           2,          0,       47, -1
       2,       0,         11,           2,          0,       15, -1
       2,       0,         12,           2,          0,      103, -1
       2,       0,         13,           2,          0,       71, -1
       2,       0,         14,           2,          0,       39, -1
       2,       0,         15,           2,          0,        7, -1
       2,       0,         16,           2,          0,      126, -1
       2,       0,         17,           2,          0,       94, -1
       2,       0,         18,           2,          0,       62, -1
       2,       0,         19,           2,          0,       30, -1
       2,       0,         20,           2,          0,      118, -1
       2,       0,         21,           2,          0,       86, -1
       2,       0,         22,           2,          0,       54, -1
       2,       0,         23,           2,          0,       22, -1
       2,       0,         24,           2,          0,      110, -1
       2,       0,         25,           2,          0,       78, -1
       2,       0,         26,           2,          0,       46, -1
       2,       0,         27,           2,          0,       14, -1
       2,       0,         28,           2,          0,      102, -1
       2,       0,         29,           2,          0,       70, -1
       2,       0,         30,           2,          0,       38, -1
       2,       0,         31,           2,          0,        6, -1
       2,       0,         32,           2,          0,      125, -1
       2,       0,         33,           2,          0,       93, -1
       2,       0,         34,           2,          0,       61, -1
       2,       0,         35,           2,          0,       29, -1
       2,       0,         36,           2,          0,      117, -1
       2,       0,         37,           2,          0,       85, -1
       2,       0,         38,           2,          0,       53, -1
       2,       0,         39,           2,          0,       21, -1
       2,       0,         40,           2,          0,      109, -1
       2,       0,         41,           2,          0,       77, -1
       2,       0,         42,           2,          0,       45, -1
       2,       0,         43,           2,          0,       13, -1
       2,       0,         44,           2,          0,      101, -1
       2,       0,         45,           2,          0,       69, -1
       2,       0,         46,           2,          0,       37, -1
       2,       0,         47,           2,          0,        5, -1
       2,       0,         48,           2,          0,      124, -1
       2,       0,         49,           2,          0,       92, -1
       2,       0,         50,           2,          0,       60, -1
       2,       0,         51,           2,          0,       28, -1
       2,       0,         52,           2,          0,      116, -1
       2,       0,         53,           2,          0,       84, -1
       2,       0,         54,           2,          0,       52, -1
       2,       0,         55,           2,          0,       20, -1
       2,       0,         56,           2,          0,      108, -1
       2,       0,         57,           2,          0,       76, -1
       2,       0,         58,           2,          0,       44, -1
       2,       0,         59,           2,          0,       12, -1
       2,       0,         60,           2,          0,      100, -1
       2,       0,         61,           2,          0,       68, -1
       2,       0,         62,           2,          0,       36, -1
       2,       0,         63,           2,          0,        4, -1
       2,       0,         64,           2,          0,      123, -1
       2,       0,         65,           2,          0,       91, -1
       2,       0,         66,           2,          0,       59, -1
       2,       0,         67,           2,          0,       27, -1
       2,       0,         68,           2,          0,      115, -1
       2,       0,         69,           2,          0,       83, -1
       2,       0,         70,           2,          0,       51, -1
       2,       0,         71,           2,          0,       19, -1
       2,       0,         72,           2,          0,      107, -1
       2,       0,         73,           2,          0,       75, -1
       2,       0,         74,           2,          0,       43, -1
       2,       0,         75,           2,          0,       11, -1
       2,       0,         76,           2,          0,       99, -1
       2,       0,         77,           2,          0,       67, -1
       2,       0,         78,           2,          0,       35, -1
       2,       0,         79,           2,          0,        3, -1
       2,       0,         80,           2,          0,      122, -1
       2,       0,         81,           2,          0,       90, -1
       2,       0,         82,           2,          0,       58, -1
       2,       0,         83,           2,          0,       26, -1
       2,       0,         84,           2,          0,      114, -1
       2,       0,         85,           2,          0,       82, -1
       2,       0,         86,           2,          0,       50, -1
       2,       0,         87,           2,          0,       18, -1
       2,       0,         88,           2,          0,      106, -1
       2,       0,         89,           2,          0,       74, -1
       2,       0,         90,           2,          0,       42, -1
       2,       0,         91,           2,          0,       10, -1
       2,       0,         92,           2,          0,       98, -1
       2,       0,         93,           2,          0,       66, -1
       2,       0,         94,           2,          0,       34, -1
       2,       0,         95,           2,          0,        2, -1
       2,       0,         96,           2,          0,      121, -1
       2,       0,         97,           2,          0,       89, -1
       2,       0,         98,           2,          0,       57, -1
       2,       0,         99,           2,          0,       25, -1
       2,       0,        100,           2,          0,      113, -1
       2,       0,        101,           2,          0,       81, -1
       2,       0,        102,           2,          0,       49, -1
       2,       0,        103,           2,          0,       17, -1
       2,       0,        104,           2,          0,      105, -1
       2,       0,        105,           2,          0,       73, -1
       2,       0,        106,           2,          0,       41, -1
       2,       0,        107,           2,          0,        9, -1
       2,       0,        108,           2,          0,       97, -1
       2,       0,        109,           2,          0,       65, -1
       2,       0,        110,           2,          0,       33, -1
       2,       0,        111,           2,          0,        1, -1
       2,       0,        112,           2,          0,      120, -1
       2,       0,        113,           2,          0,       88, -1
       2,       0,        114,           2,          0,       56, -1
       2,       0,        115,           2,          0,       24, -1
       2,       0,        116,           2,          0,      112, -1
       2,       0,        117,           2,          0,       80, -1
       2,       0,        118,           2,          0,       48, -1
       2,       0,        119,           2,          0,       16, -1
       2,       0,        120,           2,          0,      104, -1
       2,       0,        121,           2,          0,       72, -1
       2,       0,        122,           2,          0,       40, -1
       2,       0,        123,           2,          0,        8, -1
       2,       0,        124,           2,          0,       96, -1
       2,       0,        125,           2,          0,       64, -1
       2,       0,        126,           2,          0,       32, -1
       2,       0,        127,           2,          0,        0, -1
       2,       1,          0,           2,          0,      255, -1
       2,       1,          1,           2,          0,      223, -1
       2,       1,          2,           2,          0,      191, -1
       2,       1,          3,           2,          0,      159, -1
       2,       1,          4,           2,          0,      247, -1
       2,       1,          5,           2,          0,      215, -1
       2,       1,          6,           2,          0,      183, -1
       2,       1,          7,           2,          0,      151, -1
       2,       1,          8,           2,          0,      239, -1
       2,       1,          9,           2,          0,      207, -1
       2,       1,         10,           2,          0,      175, -1
       2,       1,         11,           2,          0,      143, -1
       2,       1,         12,           2,          0,      231, -1
       2,       1,         13,           2,          0,      199, -1
       2,       1,         14,           2,          0,      167, -1
       2,       1,         15,           2,          0,      135, -1
       2,       1,         16,           2,          0,      254, -1
       2,       1,         17,           2,          0,      222, -1
       2,       1,         18,           2,          0,      190, -1
       2,       1,         19,           2,          0,      158, -1
       2,       1,         20,           2,          0,      246, -1
       2,       1,         21,           2,          0,      214, -1
       2,       1,         22,           2,          0,      182, -1
